Crop,Year,State,Area ('000 Hectares),Production ('000 Tonnes),Yield (Kg per Ha))
Pearl Millet (Bajra),2005-06,Andhra Pradesh,81.00,82.00,1012.35
Pearl Millet (Bajra),2006-07,Andhra Pradesh,61.00,47.00,770.49
Pearl Millet (Bajra),2007-08,Andhra Pradesh,74.00,92.00,1243.24
Pearl Millet (Bajra),2008-09,Andhra Pradesh,59.00,60.00,1016.95
Pearl Millet (Bajra),2009-10,Andhra Pradesh,45.00,53.00,1177.78
Pearl Millet (Bajra),2010-11,Andhra Pradesh,48.00,101.00,2104.17
Pearl Millet (Bajra),2011-12,Andhra Pradesh,32.00,58.00,1812.50
Pearl Millet (Bajra),2012-13,Andhra Pradesh,57.00,111.00,1947.37
Pearl Millet (Bajra),2013-14,Andhra Pradesh,38.76,7.00,180.60
Pearl Millet (Bajra),2014-15,Andhra Pradesh,28.00,8.00,285.71
Pearl Millet (Bajra),2015-16,Andhra Pradesh,36.00,9.00,250.00
Pearl Millet (Bajra),2016-17,Andhra Pradesh,42.00,10.00,238.10
Pearl Millet (Bajra),2017-18,Andhra Pradesh,48.00,11.00,229.17
Pearl Millet (Bajra),2018-19,Andhra Pradesh,22.00,22.68,1031.00
Pearl Millet (Bajra),2019-20,Andhra Pradesh,25.00,58.20,2328.00
Pearl Millet (Bajra),1966-67,Bihar ,13.00,5.40,415.38
Pearl Millet (Bajra),1967-68,Bihar ,12.90,9.00,697.67
Pearl Millet (Bajra),1968-69,Bihar ,16.40,7.30,445.12
Pearl Millet (Bajra),1969-70,Bihar ,15.00,7.50,500.00
Pearl Millet (Bajra),1970-71,Bihar ,13.50,8.00,592.59
Pearl Millet (Bajra),1971-72,Bihar ,10.80,5.00,462.96
Pearl Millet (Bajra),1972-73,Bihar ,15.60,8.20,525.64
Pearl Millet (Bajra),1973-74,Bihar ,16.00,4.30,268.75
Pearl Millet (Bajra),1974-75,Bihar ,15.90,6.10,383.65
Pearl Millet (Bajra),1975-76,Bihar ,15.70,8.10,515.92
Pearl Millet (Bajra),1976-77,Bihar ,19.80,7.90,398.99
Pearl Millet (Bajra),1977-78,Bihar ,13.40,5.40,402.99
Pearl Millet (Bajra),1978-79,Bihar ,13.00,5.00,384.62
Pearl Millet (Bajra),1979-80,Bihar ,12.20,6.00,491.80
Pearl Millet (Bajra),1980-81,Bihar ,12.70,6.60,519.69
Pearl Millet (Bajra),1981-82,Bihar ,12.60,5.80,460.32
Pearl Millet (Bajra),1982-83,Bihar ,11.10,5.40,486.49
Pearl Millet (Bajra),1983-84,Bihar ,12.10,7.60,628.10
Pearl Millet (Bajra),1984-85,Bihar ,11.50,7.60,660.87
Pearl Millet (Bajra),1985-86,Bihar ,11.00,6.70,609.09
Pearl Millet (Bajra),1986-87,Bihar ,10.90,7.00,642.20
Pearl Millet (Bajra),1987-88,Bihar ,10.40,5.10,490.38
Pearl Millet (Bajra),1988-89,Bihar ,9.70,6.50,670.10
Pearl Millet (Bajra),1989-90,Bihar ,9.60,4.70,489.58
Pearl Millet (Bajra),1990-91,Bihar ,8.80,4.40,500.00
Pearl Millet (Bajra),1991-92,Bihar ,8.00,3.30,412.50
Pearl Millet (Bajra),1992-93,Bihar ,7.30,3.80,520.55
Pearl Millet (Bajra),1993-94,Bihar ,8.80,5.10,579.55
Pearl Millet (Bajra),1994-95,Bihar ,8.10,4.80,592.59
Pearl Millet (Bajra),1995-96,Bihar ,7.40,4.20,567.57
Pearl Millet (Bajra),1996-97,Bihar ,6.40,3.70,578.13
Pearl Millet (Bajra),1997-98,Bihar ,5.90,3.50,593.22
Pearl Millet (Bajra),1998-99,Bihar ,6.20,3.60,580.65
Pearl Millet (Bajra),1999-00,Bihar ,5.80,3.60,620.69
Pearl Millet (Bajra),2000-01      ,Bihar ,1.50,1.30,866.67
Pearl Millet (Bajra),2001-02         ,Bihar ,0.80,0.60,750.00
Pearl Millet (Bajra),2002-03  ,Bihar ,1.00,1.00,1000.00
Pearl Millet (Bajra),2003-04,Bihar ,1.60,1.60,1000.00
Pearl Millet (Bajra),2004-05,Bihar ,1.20,1.30,1083.33
Pearl Millet (Bajra),2005-06,Bihar ,4.30,4.60,1069.77
Pearl Millet (Bajra),2006-07,Bihar ,4.10,4.40,1073.17
Pearl Millet (Bajra),2007-08,Bihar ,9.00,10.00,1111.11
Pearl Millet (Bajra),2008-09,Bihar ,3.00,3.60,1200.00
Pearl Millet (Bajra),2009-10,Bihar ,2.95,3.27,1108.47
Pearl Millet (Bajra),2010-11,Bihar ,4.90,5.40,1102.04
Pearl Millet (Bajra),2011-12,Bihar ,4.50,5.01,1113.33
Pearl Millet (Bajra),2012-13,Bihar ,4.24,4.84,1141.51
Pearl Millet (Bajra),2013-14,Bihar ,2.64,68.24,25848.48
Pearl Millet (Bajra),2014-15,Bihar ,3.29,38.00,11550.15
Pearl Millet (Bajra),2015-16,Bihar ,4.10,65.00,15873.02
Pearl Millet (Bajra),2016-17,Bihar ,3.56,72.00,20202.02
Pearl Millet (Bajra),2017-18,Bihar ,4.38,92.50,21122.63
Pearl Millet (Bajra),2018-19,Bihar ,3.11,3.53,1134.00
Pearl Millet (Bajra),2019-20,Bihar ,3.16,3.58,1134.00
Pearl Millet (Bajra),2000-01      ,Chattisgarh,0.10,0.00,0.00
Pearl Millet (Bajra),2001-02         ,Chattisgarh,0.10,0.00,0.00
Pearl Millet (Bajra),2002-03  ,Chattisgarh,0.10,0.00,0.00
Pearl Millet (Bajra),2003-04,Chattisgarh,0.00,0.00,
Pearl Millet (Bajra),2004-05,Chattisgarh,0.00,0.00,
Pearl Millet (Bajra),2005-06,Chattisgarh,0.00,0.00,
Pearl Millet (Bajra),2006-07,Chattisgarh,0.10,0.00,0.00
Pearl Millet (Bajra),2007-08,Chattisgarh,0.10,0.10,1000.00
Pearl Millet (Bajra),2008-09,Chattisgarh,0.10,0.00,0.00
Pearl Millet (Bajra),2009-10,Chattisgarh,0.00,0.00,
Pearl Millet (Bajra),2010-11,Chattisgarh,0.00,0.00,
Pearl Millet (Bajra),2011-12,Chattisgarh,0.00,0.00,
Pearl Millet (Bajra),2012-13,Chattisgarh,0.10,0.00,0.00
Pearl Millet (Bajra),2013-14,Chattisgarh,0.00,3.00,
Pearl Millet (Bajra),2014-15,Chattisgarh,0.10,3.73,37300.00
Pearl Millet (Bajra),2015-16,Chattisgarh,0.00,4.64,
Pearl Millet (Bajra),2016-17,Chattisgarh,0.10,4.05,40450.00
Pearl Millet (Bajra),2017-18,Chattisgarh,0.00,4.97,
Pearl Millet (Bajra),2018-19,Chhattisgarh,0.06,0.03,449.00
Pearl Millet (Bajra),2019-20,Chhattisgarh,0.00,0.00,
Pearl Millet (Bajra),1993-94,Dadra Nagar Haveli,,0.50,
Pearl Millet (Bajra),1994-95,Dadra Nagar Haveli,,0.50,
Pearl Millet (Bajra),2013-14,Dadra Nagar Haveli,,0.39,
Pearl Millet (Bajra),2014-15,Dadra Nagar Haveli,,2.00,
Pearl Millet (Bajra),2015-16,Dadra Nagar Haveli,,0.59,
Pearl Millet (Bajra),2016-17,Dadra Nagar Haveli,,0.48,
Pearl Millet (Bajra),2017-18,Dadra Nagar Haveli,,0.58,
Pearl Millet (Bajra),1976-77,Daman & Diu,0.50,0.70,1400.00
Pearl Millet (Bajra),1977-78,Daman & Diu,0.50,1.00,2000.00
Pearl Millet (Bajra),1978-79,Daman & Diu,0.50,0.90,1800.00
Pearl Millet (Bajra),1979-80,Daman & Diu,0.30,0.50,1666.67
Pearl Millet (Bajra),1980-81,Daman & Diu,0.30,0.40,1333.33
Pearl Millet (Bajra),1981-82,Daman & Diu,0.30,0.50,1666.67
Pearl Millet (Bajra),1982-83,Daman & Diu,0.30,0.50,1666.67
Pearl Millet (Bajra),1983-84,Daman & Diu,0.30,0.40,1333.33
Pearl Millet (Bajra),1984-85,Daman & Diu,0.30,0.50,1666.67
Pearl Millet (Bajra),1985-86,Daman & Diu,0.30,0.40,1333.33
Pearl Millet (Bajra),1986-87,Daman & Diu,0.30,0.60,2000.00
Pearl Millet (Bajra),1987-88,Daman & Diu,0.30,0.60,2000.00
Pearl Millet (Bajra),1988-89,Daman & Diu,0.30,4.50,15000.00
Pearl Millet (Bajra),1989-90,Daman & Diu,,0.10,
Pearl Millet (Bajra),1990-91,Daman & Diu,0.30,0.60,2000.00
Pearl Millet (Bajra),1991-92,Daman & Diu,0.30,0.60,2000.00
Pearl Millet (Bajra),1992-93,Daman & Diu,0.30,0.50,1666.67
Pearl Millet (Bajra),1993-94,Daman & Diu,,,
Pearl Millet (Bajra),1994-95,Daman & Diu,,,
Pearl Millet (Bajra),1995-96,Daman & Diu,,,
Pearl Millet (Bajra),1996-97,Daman & Diu,,,
Pearl Millet (Bajra),1997-98,Daman & Diu,,,
Pearl Millet (Bajra),1998-99,Daman & Diu,,,
Pearl Millet (Bajra),1999-00,Daman & Diu,,,
Pearl Millet (Bajra),2000-01      ,Daman & Diu,,,
Pearl Millet (Bajra),2001-02         ,Daman & Diu,,,
Pearl Millet (Bajra),2002-03  ,Daman & Diu,,,
Pearl Millet (Bajra),2003-04,Daman & Diu,,,
Pearl Millet (Bajra),2004-05,Daman & Diu,,,
Pearl Millet (Bajra),2005-06,Daman & Diu,,,
Pearl Millet (Bajra),2006-07,Daman & Diu,,,
Pearl Millet (Bajra),2007-08,Daman & Diu,0.30,0.50,1666.67
Pearl Millet (Bajra),2008-09,Daman & Diu,1.90,3.80,2000.00
Pearl Millet (Bajra),2009-10,Daman & Diu,0.30,0.50,1666.67
Pearl Millet (Bajra),2010-11,Daman & Diu,0.30,0.40,1333.33
Pearl Millet (Bajra),2011-12,Daman & Diu,,,
Pearl Millet (Bajra),2012-13,Daman & Diu,0.28,0.38,1360.71
Pearl Millet (Bajra),2013-14,Daman & Diu,0.28,3.82,13642.86
Pearl Millet (Bajra),2014-15,Daman & Diu,0.51,3.24,6352.94
Pearl Millet (Bajra),2015-16,Daman & Diu,0.43,3.82,8794.93
Pearl Millet (Bajra),2016-17,Daman & Diu,0.43,3.28,7553.00
Pearl Millet (Bajra),2017-18,Daman & Diu,0.43,3.26,7502.20
Pearl Millet (Bajra),2018-19,Daman & Diu,0.50,0.65,1306.00
Pearl Millet (Bajra),2019-20,Daman & Diu,0.33,0.37,1150.00
Pearl Millet (Bajra),1966-67,Delhi,17.00,11.20,658.82
Pearl Millet (Bajra),1967-68,Delhi,20.10,7.60,378.11
Pearl Millet (Bajra),1968-69,Delhi,19.10,14.00,732.98
Pearl Millet (Bajra),1969-70,Delhi,20.80,17.60,846.15
Pearl Millet (Bajra),1970-71,Delhi,23.60,23.20,983.05
Pearl Millet (Bajra),1971-72,Delhi,15.50,9.60,619.35
Pearl Millet (Bajra),1972-73,Delhi,9.30,7.00,752.69
Pearl Millet (Bajra),1973-74,Delhi,22.40,17.00,758.93
Pearl Millet (Bajra),1974-75,Delhi,20.10,7.90,393.03
Pearl Millet (Bajra),1975-76,Delhi,19.00,7.30,384.21
Pearl Millet (Bajra),1976-77,Delhi,11.00,5.30,481.82
Pearl Millet (Bajra),1977-78,Delhi,9.50,4.60,484.21
Pearl Millet (Bajra),1978-79,Delhi,15.40,7.40,480.52
Pearl Millet (Bajra),1979-80,Delhi,9.30,2.70,290.32
Pearl Millet (Bajra),1980-81,Delhi,10.80,11.30,1046.30
Pearl Millet (Bajra),1981-82,Delhi,14.20,13.10,922.54
Pearl Millet (Bajra),1982-83,Delhi,11.80,10.70,906.78
Pearl Millet (Bajra),1983-84,Delhi,10.10,8.20,811.88
Pearl Millet (Bajra),1984-85,Delhi,9.30,6.10,655.91
Pearl Millet (Bajra),1985-86,Delhi,2.90,1.90,655.17
Pearl Millet (Bajra),1986-87,Delhi,4.20,2.70,642.86
Pearl Millet (Bajra),1987-88,Delhi,1.70,1.00,588.24
Pearl Millet (Bajra),1988-89,Delhi,5.40,3.10,574.07
Pearl Millet (Bajra),1989-90,Delhi,2.70,2.90,1074.07
Pearl Millet (Bajra),1990-91,Delhi,4.80,8.20,1708.33
Pearl Millet (Bajra),1991-92,Delhi,2.60,4.40,1692.31
Pearl Millet (Bajra),1992-93,Delhi,3.20,2.90,906.25
Pearl Millet (Bajra),1993-94,Delhi,2.80,3.50,1250.00
Pearl Millet (Bajra),1994-95,Delhi,2.80,3.50,1250.00
Pearl Millet (Bajra),1995-96,Delhi,3.10,4.20,1354.84
Pearl Millet (Bajra),1996-97,Delhi,2.20,1.20,545.45
Pearl Millet (Bajra),1997-98,Delhi,1.90,1.10,578.95
Pearl Millet (Bajra),1998-99,Delhi,2.60,1.50,576.92
Pearl Millet (Bajra),1999-00,Delhi,2.70,1.50,555.56
Pearl Millet (Bajra),2000-01      ,Delhi,3.10,1.70,548.39
Pearl Millet (Bajra),2001-02         ,Delhi,2.60,5.10,1961.54
Pearl Millet (Bajra),2002-03  ,Delhi,1.60,2.80,1750.00
Pearl Millet (Bajra),2003-04,Delhi,2.30,4.60,2000.00
Pearl Millet (Bajra),2004-05,Delhi,2.30,5.60,2434.78
Pearl Millet (Bajra),2005-06,Delhi,1.70,3.10,1823.53
Pearl Millet (Bajra),2006-07,Delhi,1.60,2.90,1812.50
Pearl Millet (Bajra),2007-08,Delhi,1.60,3.00,1875.00
Pearl Millet (Bajra),2008-09,Delhi,1.50,2.90,1933.33
Pearl Millet (Bajra),2009-10,Delhi,0.01,0.02,1916.67
Pearl Millet (Bajra),2010-11,Delhi,2.70,5.00,1851.85
Pearl Millet (Bajra),2011-12,Delhi,1.44,2.69,1868.06
Pearl Millet (Bajra),2012-13,Delhi,0.80,1.50,1875.00
Pearl Millet (Bajra),2013-14,Delhi,1.52,0.00,0.00
Pearl Millet (Bajra),2014-15,Delhi,1.52,0.00,0.00
Pearl Millet (Bajra),2015-16,Delhi,1.52,0.02,11.18
Pearl Millet (Bajra),2016-17,Delhi,1.50,0.00,0.00
Pearl Millet (Bajra),2017-18,Delhi,1.48,0.04,26.32
Pearl Millet (Bajra),2018-19,Delhi,1.48,3.25,2198.00
Pearl Millet (Bajra),2019-20,Delhi,1.48,3.24,2196.61
Pearl Millet (Bajra),1966-67,Gujarat,1583.00,756.00,477.57
Pearl Millet (Bajra),1967-68,Gujarat,1791.50,1182.70,660.17
Pearl Millet (Bajra),1968-69,Gujarat,1640.20,800.00,487.75
Pearl Millet (Bajra),1969-70,Gujarat,1784.20,1204.40,675.04
Pearl Millet (Bajra),1970-71,Gujarat,1782.10,1574.90,883.73
Pearl Millet (Bajra),1971-72,Gujarat,1776.20,1545.10,869.89
Pearl Millet (Bajra),1972-73,Gujarat,1715.60,844.10,492.01
Pearl Millet (Bajra),1973-74,Gujarat,2034.30,1600.40,786.71
Pearl Millet (Bajra),1974-75,Gujarat,1403.10,555.70,396.05
Pearl Millet (Bajra),1975-76,Gujarat,1915.70,1391.00,726.11
Pearl Millet (Bajra),1976-77,Gujarat,1562.70,1263.30,808.41
Pearl Millet (Bajra),1977-78,Gujarat,1368.90,1019.30,744.61
Pearl Millet (Bajra),1978-79,Gujarat,1460.60,1553.70,1063.74
Pearl Millet (Bajra),1979-80,Gujarat,1256.60,1331.70,1059.76
Pearl Millet (Bajra),1980-81,Gujarat,1380.00,1221.90,885.43
Pearl Millet (Bajra),1981-82,Gujarat,1433.30,1473.20,1027.84
Pearl Millet (Bajra),1982-83,Gujarat,1394.50,1178.00,844.75
Pearl Millet (Bajra),1983-84,Gujarat,1436.60,1607.20,1118.75
Pearl Millet (Bajra),1984-85,Gujarat,1372.70,1535.40,1118.53
Pearl Millet (Bajra),1985-86,Gujarat,1315.50,634.80,482.55
Pearl Millet (Bajra),1986-87,Gujarat,1274.40,1026.90,805.79
Pearl Millet (Bajra),1987-88,Gujarat,786.40,346.10,440.11
Pearl Millet (Bajra),1988-89,Gujarat,1489.10,1487.50,998.93
Pearl Millet (Bajra),1989-90,Gujarat,1331.60,1325.30,995.27
Pearl Millet (Bajra),1990-91,Gujarat,1152.20,1024.60,889.26
Pearl Millet (Bajra),1991-92,Gujarat,1149.60,819.10,712.51
Pearl Millet (Bajra),1992-93,Gujarat,1273.20,1652.20,1297.68
Pearl Millet (Bajra),1993-94,Gujarat,1212.10,767.50,633.20
Pearl Millet (Bajra),1994-95,Gujarat,1204.60,1272.00,1055.95
Pearl Millet (Bajra),1995-96,Gujarat,1086.90,1059.20,974.51
Pearl Millet (Bajra),1996-97,Gujarat,1072.40,1308.90,1220.53
Pearl Millet (Bajra),1997-98,Gujarat,1095.70,1495.10,1364.52
Pearl Millet (Bajra),1998-99,Gujarat,1037.60,1280.80,1234.39
Pearl Millet (Bajra),1999-00,Gujarat,926.20,850.70,918.48
Pearl Millet (Bajra),2000-01      ,Gujarat,989.20,822.90,831.88
Pearl Millet (Bajra),2001-02         ,Gujarat,939.80,1262.30,1343.16
Pearl Millet (Bajra),2002-03  ,Gujarat,940.20,907.00,964.69
Pearl Millet (Bajra),2003-04,Gujarat,1071.20,1599.90,1493.56
Pearl Millet (Bajra),2004-05,Gujarat,925.20,1084.70,1172.40
Pearl Millet (Bajra),2005-06,Gujarat,917.00,1072.00,1169.03
Pearl Millet (Bajra),2006-07,Gujarat,937.00,1019.00,1087.51
Pearl Millet (Bajra),2007-08,Gujarat,921.00,1307.00,1419.11
Pearl Millet (Bajra),2008-09,Gujarat,704.00,961.00,1365.06
Pearl Millet (Bajra),2009-10,Gujarat,672.00,828.00,1232.14
Pearl Millet (Bajra),2010-11,Gujarat,873.00,1091.25,1250.00
Pearl Millet (Bajra),2011-12,Gujarat,867.00,1230.27,1419.00
Pearl Millet (Bajra),2012-13,Gujarat,599.00,1044.00,1742.90
Pearl Millet (Bajra),2013-14,Gujarat,694.00,0.00,0.00
Pearl Millet (Bajra),2014-15,Gujarat,460.00,0.10,0.22
Pearl Millet (Bajra),2015-16,Gujarat,393.00,0.00,0.00
Pearl Millet (Bajra),2016-17,Gujarat,431.00,0.04,0.10
Pearl Millet (Bajra),2017-18,Gujarat,397.00,0.00,0.00
Pearl Millet (Bajra),2018-19,Gujarat,391.58,892.80,2280.00
Pearl Millet (Bajra),2019-20,Gujarat,435.25,913.15,2098.00
Pearl Millet (Bajra),1966-67,Haryana,893.00,373.00,417.69
Pearl Millet (Bajra),1967-68,Haryana,885.00,459.00,518.64
Pearl Millet (Bajra),1968-69,Haryana,872.00,300.00,344.04
Pearl Millet (Bajra),1969-70,Haryana,928.00,516.00,556.03
Pearl Millet (Bajra),1970-71,Haryana,879.00,826.00,939.70
Pearl Millet (Bajra),1971-72,Haryana,882.00,624.00,707.48
Pearl Millet (Bajra),1972-73,Haryana,904.00,467.00,516.59
Pearl Millet (Bajra),1973-74,Haryana,956.40,691.00,722.50
Pearl Millet (Bajra),1974-75,Haryana,919.20,215.00,233.90
Pearl Millet (Bajra),1975-76,Haryana,1005.50,608.00,604.67
Pearl Millet (Bajra),1976-77,Haryana,947.00,548.00,578.67
Pearl Millet (Bajra),1977-78,Haryana,886.30,284.00,320.43
Pearl Millet (Bajra),1978-79,Haryana,871.70,384.00,440.52
Pearl Millet (Bajra),1979-80,Haryana,834.00,281.00,336.93
Pearl Millet (Bajra),1980-81,Haryana,881.00,484.00,549.38
Pearl Millet (Bajra),1981-82,Haryana,852.00,496.00,582.16
Pearl Millet (Bajra),1982-83,Haryana,781.00,506.00,647.89
Pearl Millet (Bajra),1983-84,Haryana,841.00,552.00,656.36
Pearl Millet (Bajra),1984-85,Haryana,750.00,479.00,638.67
Pearl Millet (Bajra),1985-86,Haryana,650.00,317.00,487.69
Pearl Millet (Bajra),1986-87,Haryana,774.00,351.00,453.49
Pearl Millet (Bajra),1987-88,Haryana,470.00,109.00,231.91
Pearl Millet (Bajra),1988-89,Haryana,786.00,958.00,1218.83
Pearl Millet (Bajra),1989-90,Haryana,621.00,432.00,695.65
Pearl Millet (Bajra),1990-91,Haryana,609.00,526.00,863.71
Pearl Millet (Bajra),1991-92,Haryana,566.00,320.00,565.37
Pearl Millet (Bajra),1992-93,Haryana,634.00,739.00,1165.62
Pearl Millet (Bajra),1993-94,Haryana,509.00,329.00,646.37
Pearl Millet (Bajra),1994-95,Haryana,584.00,736.00,1260.27
Pearl Millet (Bajra),1995-96,Haryana,575.00,409.00,711.30
Pearl Millet (Bajra),1996-97,Haryana,571.00,650.00,1138.35
Pearl Millet (Bajra),1997-98,Haryana,584.00,873.00,1494.86
Pearl Millet (Bajra),1998-99,Haryana,606.00,611.00,1008.25
Pearl Millet (Bajra),1999-00,Haryana,587.00,582.00,991.48
Pearl Millet (Bajra),2000-01      ,Haryana,608.00,656.00,1078.95
Pearl Millet (Bajra),2001-02         ,Haryana,585.00,832.00,1422.22
Pearl Millet (Bajra),2002-03  ,Haryana,514.00,458.00,891.05
Pearl Millet (Bajra),2003-04,Haryana,626.00,1006.00,1607.03
Pearl Millet (Bajra),2004-05,Haryana,569.00,749.00,1316.34
Pearl Millet (Bajra),2005-06,Haryana,592.00,679.00,1146.96
Pearl Millet (Bajra),2006-07,Haryana,621.00,1024.00,1648.95
Pearl Millet (Bajra),2007-08,Haryana,630.00,1161.00,1842.86
Pearl Millet (Bajra),2008-09,Haryana,610.00,1079.00,1768.85
Pearl Millet (Bajra),2009-10,Haryana,585.00,932.00,1593.16
Pearl Millet (Bajra),2010-11,Haryana,661.00,1185.00,1792.74
Pearl Millet (Bajra),2011-12,Haryana,577.00,1177.00,2039.86
Pearl Millet (Bajra),2012-13,Haryana,411.00,785.00,1909.98
Pearl Millet (Bajra),2013-14,Haryana,404.00,1209.64,2994.16
Pearl Millet (Bajra),2014-15,Haryana,383.00,771.40,2014.10
Pearl Millet (Bajra),2015-16,Haryana,370.00,787.75,2129.05
Pearl Millet (Bajra),2016-17,Haryana,478.00,931.00,1947.70
Pearl Millet (Bajra),2017-18,Haryana,450.00,964.71,2143.80
Pearl Millet (Bajra),2018-19,Haryana,424.70,878.28,2068.00
Pearl Millet (Bajra),2019-20,Haryana,492.80,1019.11,2068.00
Pearl Millet (Bajra),1966-67,Himachal Pradesh,0.10,0.00,0.00
Pearl Millet (Bajra),1967-68,Himachal Pradesh,0.10,0.00,0.00
Pearl Millet (Bajra),1968-69,Himachal Pradesh,0.10,0.00,0.00
Pearl Millet (Bajra),1969-70,Himachal Pradesh,0.10,0.00,0.00
Pearl Millet (Bajra),1970-71,Himachal Pradesh,0.10,0.00,0.00
Pearl Millet (Bajra),1996-97,Himachal Pradesh,0.10,0.10,1000.00
Pearl Millet (Bajra),1997-98,Himachal Pradesh,0.10,0.10,1000.00
Pearl Millet (Bajra),1998-99,Himachal Pradesh,0.50,0.30,600.00
Pearl Millet (Bajra),1999-00,Himachal Pradesh,0.10,0.10,1000.00
Pearl Millet (Bajra),2000-01      ,Himachal Pradesh,0.10,0.00,0.00
Pearl Millet (Bajra),2001-02         ,Himachal Pradesh,0.10,0.10,1000.00
Pearl Millet (Bajra),2002-03  ,Himachal Pradesh,0.10,0.10,1000.00
Pearl Millet (Bajra),2003-04,Himachal Pradesh,0.30,0.20,666.67
Pearl Millet (Bajra),2004-05,Himachal Pradesh,0.30,0.20,666.67
Pearl Millet (Bajra),2005-06,Himachal Pradesh,0.30,0.10,333.33
Pearl Millet (Bajra),2006-07,Himachal Pradesh,0.40,0.20,500.00
Pearl Millet (Bajra),2007-08,Himachal Pradesh,0.40,0.20,500.00
Pearl Millet (Bajra),2008-09,Himachal Pradesh,0.20,0.10,500.00
Pearl Millet (Bajra),2009-10,Himachal Pradesh,0.12,0.13,1082.64
Pearl Millet (Bajra),2010-11,Himachal Pradesh,0.20,0.10,500.00
Pearl Millet (Bajra),2011-12,Himachal Pradesh,0.24,0.13,541.67
Pearl Millet (Bajra),2012-13,Himachal Pradesh,2.31,1.28,555.41
Pearl Millet (Bajra),2013-14,Himachal Pradesh,0.77,831.00,1079220.78
Pearl Millet (Bajra),2014-15,Himachal Pradesh,0.67,670.00,1000000.00
Pearl Millet (Bajra),2015-16,Himachal Pradesh,0.08,652.00,7761904.76
Pearl Millet (Bajra),2016-17,Himachal Pradesh,0.71,964.00,1359661.50
Pearl Millet (Bajra),2017-18,Himachal Pradesh,0.08,720.90,9125316.46
Pearl Millet (Bajra),2018-19,Himachal Pradesh,0.09,0.06,730.00
Pearl Millet (Bajra),2019-20,Himachal Pradesh,0.11,0.11,1020.00
Pearl Millet (Bajra),1966-67,Jammu & Kashmir ,11.20,4.30,383.93
Pearl Millet (Bajra),1967-68,Jammu & Kashmir ,16.50,9.20,557.58
Pearl Millet (Bajra),1968-69,Jammu & Kashmir ,17.20,6.90,401.16
Pearl Millet (Bajra),1969-70,Jammu & Kashmir ,11.40,7.00,614.04
Pearl Millet (Bajra),1970-71,Jammu & Kashmir ,19.20,11.10,578.13
Pearl Millet (Bajra),1971-72,Jammu & Kashmir ,19.20,11.00,572.92
Pearl Millet (Bajra),1972-73,Jammu & Kashmir ,17.40,9.20,528.74
Pearl Millet (Bajra),1973-74,Jammu & Kashmir ,15.20,8.20,539.47
Pearl Millet (Bajra),1974-75,Jammu & Kashmir ,16.70,6.50,389.22
Pearl Millet (Bajra),1975-76,Jammu & Kashmir ,16.00,10.50,656.25
Pearl Millet (Bajra),1976-77,Jammu & Kashmir ,15.50,9.50,612.90
Pearl Millet (Bajra),1977-78,Jammu & Kashmir ,15.20,9.80,644.74
Pearl Millet (Bajra),1978-79,Jammu & Kashmir ,15.20,11.80,776.32
Pearl Millet (Bajra),1979-80,Jammu & Kashmir ,16.80,10.10,601.19
Pearl Millet (Bajra),1980-81,Jammu & Kashmir ,15.00,9.30,620.00
Pearl Millet (Bajra),1981-82,Jammu & Kashmir ,15.80,8.60,544.30
Pearl Millet (Bajra),1982-83,Jammu & Kashmir ,20.30,7.10,349.75
Pearl Millet (Bajra),1983-84,Jammu & Kashmir ,22.00,8.00,363.64
